,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
19025,Kepler-444 d,Kepler-444,3,5,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,6.18940639,1.275e-05,-1.275e-05,0.0,0.0562,0.0,0.4,0.04,-0.02,0.0,0.0,0.0,0,5032.0,182.0,-178.0,0.0,0.59,0.06,-0.04,0.0,0.62,0.05,-0.04,0.0,-0.96,0.32,-0.3,0.0,[Fe/H],4.68,0.04,-0.05,0.0,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,36.4396,0.03945,-0.03945,8.87,0.03,-0.03,6.702999999999999,0.02,-0.02,8.643251,0.000336,-0.000336,25-08-15,24-09-15,25-08-15
19034,Kepler-444 e,Kepler-444,3,5,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,7.74347614,1.686e-05,-1.686e-05,0.0,0.0653,0.0,0.42,0.04,-0.02,0.0,0.0,0.0,0,5032.0,182.0,-178.0,0.0,0.59,0.06,-0.04,0.0,0.62,0.05,-0.04,0.0,-0.96,0.32,-0.3,0.0,[Fe/H],4.68,0.04,-0.05,0.0,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,36.4396,0.03945,-0.03945,8.87,0.03,-0.03,6.702999999999999,0.02,-0.02,8.643251,0.000336,-0.000336,25-08-15,24-09-15,25-08-15
19043,Kepler-444 f,Kepler-444,3,5,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,9.74048508,2.348e-05,-2.348e-05,0.0,0.079,0.0,0.95,0.08,-0.04,0.0,0.0,0.0,0,5051.0,177.0,-141.0,0.0,0.72,0.06,-0.03,0.0,0.69,0.1,-0.03,0.0,-0.36,0.35,-0.15,0.0,[Fe/H],4.56,0.03,-0.02,0.0,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,36.4396,0.03945,-0.03945,8.87,0.03,-0.03,6.702999999999999,0.02,-0.02,8.643251,0.000336,-0.000336,08-05-17,31-08-17 0:00,08-05-17
19051,Kepler-445 b,Kepler-445,1,3,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,2.98415771,8.75e-06,-8.75e-06,0.0,0.0217,0.0,0.92,0.42,-0.14,0.0,0.0,0.0,0,3157.0,75.0,-37.0,0.0,0.18,0.08,-0.03,0.0,0.15,0.09,-0.02,0.0,0.26,0.15,-0.1,0.0,[Fe/H],5.11,0.08,-0.12,0.0,19h54m56.72s,298.7363395,+46d29m56.84s,46.499123600000004,127.20100000000001,0.995,-0.995,18.19,0.2,-0.2,12.61,0.027999999999999997,-0.027999999999999997,16.7157,0.001083,-0.001083,08-05-17,31-08-17 0:00,08-05-17
19062,Kepler-445 c,Kepler-445,1,3,Transit,2015,Kepler,Kepler Project Candidate (q1_q12_koi),0,4.87122222,7.99e-06,-7.99e-06,0.0,0.0311,0.0,2.09,1.38,-0.6,0.0,0.0,0.0,0,3327.0,125.0,-58.0,0.0,0.19,0.12,-0.05,0.0,0.17,0.15,-0.05,0.0,-0.38,0.36,-0.24,0.0,[Fe/H],5.11,0.14,-0.17,0.0,19h54m56.72s,298.7363395,+46d29m56.84s,46.499123600000004,127.20100000000001,0.995,-0.995,18.19,0.2,-0.2,12.61,0.027999999999999997,-0.027999999999999997,16.7157,0.001083,-0.001083,18-11-14,04-12-14,18-11-14
19073,Kepler-445 d,Kepler-445,1,3,Transit,2015,Kepler,Published Confirmed,0,8.15275,0.0004,-0.0004,0.0,,,1.25,0.19,-0.19,0.0,0.0,0.0,0,3157.0,60.0,-60.0,0.0,0.21,0.03,-0.03,0.0,0.18,0.04,-0.04,0.0,0.27,0.13,-0.13,0.0,[Fe/H],,,,,19h54m56.72s,298.7363395,+46d29m56.84s,46.499123600000004,127.20100000000001,0.995,-0.995,18.19,0.2,-0.2,12.61,0.027999999999999997,-0.027999999999999997,16.7157,0.001083,-0.001083,14-01-15,2015-03,14-01-15
19078,Kepler-446 b,Kepler-446,1,3,Transit,2015,Kepler,Kepler Project Candidate (q1_q16_koi),0,1.56541285,1.66e-06,-1.66e-06,0.0,0.0206,0.0,2.61,0.29,-0.39,0.0,0.0,0.0,0,3485.0,92.0,-112.0,0.0,0.46,0.05,-0.07,0.0,0.47,0.06,-0.07,0.0,0.3,0.1,-0.2,0.0,[Fe/H],4.79,0.07,-0.06,0.0,18h49m00.03s,282.25010469999995,+44d55m15.61s,44.921002,96.339,0.5114,-0.5114,17.5041,0.0472,-0.0472,12.827,0.024,-0.024,16.3101,0.00078,-0.00078,21-11-14,18-12-14,21-11-14
19089,Kepler-446 c,Kepler-446,1,3,Transit,2015,Kepler,Kepler Project Candidate (q1_q16_koi),0,3.03621679,6.98e-06,-6.98e-06,0.0,0.032,0.0,2.1,0.23,-0.32,0.0,0.0,0.0,0,3485.0,92.0,-112.0,0.0,0.46,0.05,-0.07,0.0,0.47,0.06,-0.07,0.0,0.3,0.1,-0.2,0.0,[Fe/H],4.79,0.07,-0.06,0.0,18h49m00.03s,282.25010469999995,+44d55m15.61s,44.921002,96.339,0.5114,-0.5114,17.5041,0.0472,-0.0472,12.827,0.024,-0.024,16.3101,0.00078,-0.00078,21-11-14,18-12-14,21-11-14
19098,Kepler-446 d,Kepler-446,1,3,Transit,2015,Kepler,Published Confirmed,0,,,,,,,8.488,0.544,-0.544,0.0,,,0,3359.0,58.0,-58.0,0.0,0.29,0.05,-0.05,0.0,0.27,0.06,-0.06,0.0,,,,,,,,,,18h49m00.03s,282.25010469999995,+44d55m15.61s,44.921002,96.339,0.5114,-0.5114,17.5041,0.0472,-0.0472,12.827,0.024,-0.024,16.3101,0.00078,-0.00078,10-02-16 9:25,2013-12,11-02-16
19109,Kepler-447 b,Kepler-447,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,7.79430204,1.96e-06,-1.96e-06,0.0,0.0742,0.0,16.51,2.16,-1.76,0.0,0.0,0.0,0,5494.0,82.0,-73.0,0.0,0.98,0.13,-0.1,0.0,0.89,0.06,-0.04,0.0,0.07,0.15,-0.15,0.0,[Fe/H],4.41,0.11,-0.09,0.0,19h01m04.45s,285.2685283,+48d33m35.58s,48.559883500000005,268.041,1.8355,-1.8355,12.52,0.069,-0.069,10.806,0.018000000000000002,-0.018000000000000002,12.3795,0.000524,-0.000524,08-05-17,31-08-17 0:00,08-05-17
19118,Kepler-448 c,KOI-12,1,2,Transit Timing Variations,2017,Kepler,Published Confirmed,0,2500.0,2400.0,-700.0,0.0,4.2,0.0,,,,,0.65,0.0,0,,,,,1.4,0.07,-0.06,0.0,1.5,0.1,-0.1,0.0,,,,,,,,,,19h49m48.90s,297.45374019999997,+41d00m39.67s,41.011018799999995,399.398,4.3495,-4.3495,11.51,0.013999999999999999,-0.013999999999999999,10.234,0.018000000000000002,-0.018000000000000002,11.2535,0.000523,-0.000523,01-11-19 14:45,2017-08,07-11-19
19119,Kepler-449 b,Kepler-449,1,2,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,12.58229808,2.736e-05,-2.736e-05,0.0,0.1027,0.0,1.53,0.05,-0.03,0.0,0.0,0.0,0,5587.0,100.0,-58.0,0.0,1.42,0.05,-0.03,0.0,0.91,0.06,-0.03,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.09,0.01,-0.01,0.0,19h34m55.87s,293.73278700000003,+41d54m02.29s,41.900636600000006,241.949,,,11.448,0.015,-0.015,9.701,0.013999999999999999,-0.013999999999999999,11.2263,0.000525,-0.000525,08-05-17,31-08-17 0:00,08-05-17
19128,Kepler-449 c,Kepler-449,1,2,Transit,2015,Kepler,Kepler Project Candidate (q1_q16_koi),0,33.67276962,9.120000000000001e-05,-9.120000000000001e-05,0.0,0.2018,0.0,1.89,0.04,-0.04,0.0,0.0,0.0,0,5588.0,99.0,,0.0,1.47,0.03,-0.03,0.0,0.97,0.05,-0.05,0.0,-0.1,0.10099999999999999,-0.10099999999999999,0.0,[Fe/H],4.09,0.01,-0.01,0.0,19h34m55.87s,293.73278700000003,+41d54m02.29s,41.900636600000006,241.949,,,11.448,0.015,-0.015,9.701,0.013999999999999999,-0.013999999999999999,11.2263,0.000525,-0.000525,21-11-14,18-12-14,21-11-14
19137,Kepler-45 b,Kepler-45,1,1,Transit,2011,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,2.45524062,1e-07,-1e-07,0.0,0.0294,0.0,11.03,0.56,-0.87,0.0,0.0,0.0,0,3820.0,77.0,-91.0,0.0,0.55,0.03,-0.04,0.0,0.56,0.03,-0.04,0.0,0.12,0.14,-0.14,0.0,[Fe/H],4.71,0.04,-0.02,0.0,19h31m29.50s,292.8729292,+41d03m51.02s,41.0641727,381.949,6.3825,-6.3825,16.744,1.133,-1.133,12.892000000000001,0.03,-0.03,15.9804,0.0008939999999999999,-0.0008939999999999999,25-08-15,24-09-15,25-08-15
19152,Kepler-450 b,Kepler-450,1,3,Transit,2015,Kepler,Published Confirmed,0,28.45492088,1.337e-05,-1.337e-05,0.0,,,5.95,0.35,-0.34,0.0,,,0,6263.0,75.02,-69.55,0.0,1.56,0.09,-0.09,0.0,1.3,0.05,-0.04,0.0,0.2,0.08,-0.08199999999999999,0.0,[Fe/H],4.17,0.04,-0.04,0.0,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.98199999999997,5.1315,-5.1315,11.991,0.028999999999999998,-0.028999999999999998,10.429,0.017,-0.017,11.6525,0.000605,-0.000605,06-05-16 9:33,2016-05,10-05-16
19162,Kepler-450 c,Kepler-450,1,3,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,15.41308581,2.984e-05,-2.984e-05,0.0,0.1332,0.0,2.49,0.13,-0.14,0.0,0.0,0.0,0,6215.0,89.0,-89.0,0.0,1.57,0.09,-0.09,0.0,1.35,0.08,-0.08,0.0,0.28,0.10099999999999999,-0.10099999999999999,0.0,[Fe/H],4.17,0.04,-0.04,0.0,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.98199999999997,5.1315,-5.1315,11.991,0.028999999999999998,-0.028999999999999998,10.429,0.017,-0.017,11.6525,0.000605,-0.000605,25-08-15,24-09-15,25-08-15
19172,Kepler-450 d,Kepler-450,1,3,Transit,2015,Kepler,Published Confirmed,0,7.51450475,3.821e-05,-3.821e-05,0.0,,,,,,,,,0,6197.21,158.77,-158.77,0.0,1.64,0.09,-0.09,0.0,1.19,0.17,-0.17,0.0,0.128,0.013999999999999999,-0.013999999999999999,0.0,[M/H],4.08,0.1,-0.1,0.0,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.98199999999997,5.1315,-5.1315,11.991,0.028999999999999998,-0.028999999999999998,10.429,0.017,-0.017,11.6525,0.000605,-0.000605,16-04-19 11:13,2019-03,18-04-19
19178,Kepler-452 b,Kepler-452,1,1,Transit,2015,Kepler,Published Confirmed,1,,,,,,,1.511,0.14300000000000002,-0.131,0.0,,,0,5589.0,196.0,-196.0,0.0,1.11,0.08,-0.07,0.0,,,,,,,,,,,,,,19h44m00.90s,296.003752,+44d16m39.31s,44.2775861,551.727,5.1885,-5.1885,13.54,0.08,-0.08,11.852,0.016,-0.016,13.4048,0.00023500000000000002,-0.00023500000000000002,04-09-18 17:11,2018-10,06-09-18
19183,Kepler-453 b,Kepler-453,2,1,Transit,2015,Kepler,Published Confirmed,0,240.503,0.053,-0.053,0.0,0.7903,0.0,6.204,0.039,-0.039,0.0,0.0359,0.0,0,5527.0,100.0,-100.0,0.0,0.83,0.01,-0.01,0.0,0.94,0.01,-0.01,0.0,0.09,0.1,-0.1,0.0,[m/H],4.57,0.01,-0.01,0.0,18h52m57.92s,283.2413322,+46d22m42.49s,46.3784691,442.846,2.7245,-2.7245,13.672,0.092,-0.092,11.92,0.02,-0.02,13.5227,0.000223,-0.000223,14-03-18 17:06,2015-08,15-03-18
19184,Kepler-454 b,Kepler-454,2,2,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,10.57375145,8.49e-06,-8.49e-06,0.0,0.0964,0.0,2.07,0.05,-0.07,0.0,0.0,0.0,0,5720.0,77.0,-77.0,0.0,1.08,0.03,-0.03,0.0,1.07,0.04,-0.06,0.0,0.34,0.1,-0.15,0.0,[Fe/H],4.4,0.01,-0.01,0.0,19h09m54.88s,287.4786474,+38d13m44.67s,38.229075099999996,230.86900000000003,1.3085,-1.3085,11.567,0.021,-0.021,9.968,0.018000000000000002,-0.018000000000000002,11.4395,0.000276,-0.000276,08-05-17,31-08-17 0:00,08-05-17
19195,Kepler-454 c,Kepler-454,2,2,Radial Velocity,2015,Multiple Facilities,Published Confirmed,0,523.9,0.7,-0.7,0.0,,,,,,,0.0214,0.0,0,5701.0,34.0,-34.0,0.0,1.07,0.01,-0.01,0.0,1.03,0.04,-0.03,0.0,0.27,0.04,-0.04,0.0,[Fe/H],4.37,0.06,-0.06,0.0,19h09m54.88s,287.4786474,+38d13m44.67s,38.229075099999996,230.86900000000003,1.3085,-1.3085,11.567,0.021,-0.021,9.968,0.018000000000000002,-0.018000000000000002,11.4395,0.000276,-0.000276,02-12-15 14:48,2016-01,03-12-15
19196,Kepler-458 c,KIC 9663113,1,2,Transit,2016,Kepler,Published Confirmed,0,20.74065772,3.881e-05,-3.881e-05,0.0,,,,,,,,,0,6117.21,28.31,-28.31,0.0,2.22,,,0.0,1.15,,,0.0,0.14400000000000002,0.027000000000000003,-0.027000000000000003,0.0,[M/H],3.81,,,0.0,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74,44.335,-44.335,14.027000000000001,0.13699999999999998,-0.13699999999999998,12.502,0.023,-0.023,13.9075,0.000225,-0.000225,16-04-19 11:13,2019-03,18-04-19
19205,Kepler-46 b,Kepler-46,1,3,Transit,2012,Kepler,Published Confirmed,0,33.648,0.004,-0.005,0.0,0.1971,0.0,9.079,0.392,-0.40399999999999997,0.0,0.0321,0.0,1,5155.0,150.0,-150.0,0.0,0.94,0.04,-0.04,0.0,0.9,0.04,-0.04,0.0,0.41,0.1,-0.1,0.0,[M/H],4.45,0.04,-0.04,0.0,19h17m04.50s,289.26873880000005,+42d36m15.05s,42.60418189999999,777.06,16.851,-16.851,15.312000000000001,0.114,-0.114,13.347000000000001,0.027999999999999997,-0.027999999999999997,15.2548,0.000433,-0.000433,12-12-17 21:52,2017-04,14-12-17
19215,Kepler-46 c,Kepler-46,1,3,Transit Timing Variations,2012,Kepler,Published Confirmed,0,57.325,0.11599999999999999,-0.098,0.0,0.2811,0.0,,,,,0.0354,0.0,1,5155.0,150.0,-150.0,0.0,0.94,0.04,-0.04,0.0,0.9,0.04,-0.04,0.0,0.41,0.1,-0.1,0.0,[M/H],4.45,0.04,-0.04,0.0,19h17m04.50s,289.26873880000005,+42d36m15.05s,42.60418189999999,777.06,16.851,-16.851,15.312000000000001,0.114,-0.114,13.347000000000001,0.027999999999999997,-0.027999999999999997,15.2548,0.000433,-0.000433,12-12-17 21:52,2017-04,14-12-17
19217,Kepler-46 d,Kepler-46,1,3,Transit,2014,Kepler,Published Confirmed,0,6.766589,2.2e-05,-2.2e-05,0.0,0.067,0.0,1.64,0.92,-0.92,0.0,,,1,5309.0,200.0,-200.0,0.0,0.79,0.44,-0.44,0.0,,,,,,,,,,4.58,0.3,-0.3,0.0,19h17m04.50s,289.26873880000005,+42d36m15.05s,42.60418189999999,777.06,16.851,-16.851,15.312000000000001,0.114,-0.114,13.347000000000001,0.027999999999999997,-0.027999999999999997,15.2548,0.000433,-0.000433,14-05-14,2014-03,14-05-14
19226,Kepler-460 c,KIC 5437945,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,220.1303357,0.0006389,-0.0006389,0.0,0.721,0.0,6.1,2.87,-1.47,0.0,0.0,0.0,0,6340.0,176.0,-199.0,0.0,1.39,0.66,-0.34,0.0,1.03,0.23,-0.12,0.0,-0.38,0.28,-0.3,0.0,[Fe/H],4.16,0.22,-0.25,0.0,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.01,27.92,-27.92,13.834000000000001,0.114,-0.114,12.367,0.027000000000000003,-0.027000000000000003,13.7506,0.00029,-0.00029,25-08-15,24-09-15,25-08-15
19232,Kepler-461 b,Kepler-461,1,1,Transit,2016,Kepler,Published Confirmed,0,,,,,,,3.7689999999999997,0.24,-0.192,0.0,,,0,5779.0,116.0,-116.0,0.0,1.31,0.06,-0.05,0.0,,,,,,,,,,,,,,19h28m59.77s,292.2490563,+46d09m53.25s,46.1647909,692.158,6.596,-6.596,13.457,0.10300000000000001,-0.10300000000000001,11.917,0.019,-0.019,13.3335,0.00043200000000000004,-0.00043200000000000004,04-09-18 17:03,2018-10,06-09-18
19241,Kepler-462 b,Kepler-462,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi),0,84.68895,0.0006900000000000001,-0.0006900000000000001,0.0,0.465,0.0,4.7,1.3,-1.3,0.0,0.0,0.0,0,7713.0,200.0,-200.0,0.0,2.52,0.71,-0.71,0.0,1.86,0.2,-0.2,0.0,,,,0.0,,3.9,0.3,-0.3,0.0,19h59m17.08s,299.8211502,+43d48m51.41s,43.814279299999995,596.625,10.671,-10.671,11.632,0.016,-0.016,10.850999999999999,0.02,-0.02,11.6145,0.000336,-0.000336,28-10-13,08-01-14,28-10-13
19251,Kepler-463 b,Kepler-463,1,1,Transit,2016,Kepler,Published Confirmed,0,8.98101683,3.16e-06,-3.16e-06,0.0,,,3.05,0.43,-0.3,0.0,,,0,5661.0,105.05,-99.18,0.0,0.9,0.13,-0.08,0.0,0.87,0.05,-0.05,0.0,-0.28,0.124,-0.11599999999999999,0.0,[Fe/H],4.47,0.08,-0.12,0.0,19h55m44.84s,298.9368228,+44d51m28.31s,44.8578644,394.80400000000003,3.5,-3.5,12.999,0.08,-0.08,11.209000000000001,0.02,-0.02,12.86,0.00022999999999999998,-0.00022999999999999998,06-05-16 9:12,2016-05,10-05-16
19260,Kepler-464 b,Kepler-464,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi),0,7.256999,1.9e-05,-1.9e-05,0.0,0.077,0.0,3.1,0.41,-0.41,0.0,0.0,0.0,0,5919.0,50.0,-50.0,0.0,1.27,0.17,-0.17,0.0,1.16,0.06,-0.06,0.0,,,,0.0,,4.29,0.1,-0.1,0.0,19h39m20.43s,294.8351052,+48d58m56.35s,48.9823204,667.6039999999999,9.586,-9.586,12.75,0.069,-0.069,11.338,0.016,-0.016,12.6717,0.00016,-0.00016,28-10-13,08-01-14,28-10-13
19269,Kepler-465 b,Kepler-465,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,9.94067247,6.55e-06,-6.55e-06,0.0,0.0945,0.0,2.8,1.57,-0.38,0.0,0.0,0.0,0,6522.0,154.0,-198.0,0.0,1.22,0.68,-0.17,0.0,1.14,0.27,-0.14,0.0,-0.22,0.22,-0.3,0.0,[Fe/H],4.33,0.09,-0.32,0.0,18h58m13.39s,284.5557853,+46d03m49.99s,46.0638865,553.077,6.912000000000001,-6.912000000000001,12.651,0.19399999999999998,-0.19399999999999998,11.456,0.017,-0.017,12.5914,0.00018899999999999999,-0.00018899999999999999,21-11-14,18-12-14,21-11-14
19278,Kepler-466 b,Kepler-466,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,51.07926307,6.345e-05,-6.345e-05,0.0,0.2643,0.0,2.89,0.49,-0.34,0.0,0.0,0.0,0,5803.0,111.0,-116.0,0.0,1.07,0.18,-0.12,0.0,0.94,0.07,-0.06,0.0,-0.08,0.15,-0.14,0.0,[Fe/H],4.35,0.11,-0.13,0.0,19h42m35.68s,295.6486585,+48d29m43.87s,48.495519099999996,530.122,,,12.799000000000001,0.057,-0.057,11.367,0.018000000000000002,-0.018000000000000002,12.7632,0.00023999999999999998,-0.00023999999999999998,25-08-15,24-09-15,25-08-15
19286,Kepler-466 c,Kepler-466,1,2,Transit,2016,Kepler,Published Confirmed,0,3.70921385,6.32e-06,-6.32e-06,0.0,,,1.25,0.1,-0.07,0.0,,,0,5927.0,77.35,-68.52,0.0,1.05,0.08,-0.06,0.0,1.04,0.04,-0.04,0.0,-0.01,0.092,-0.091,0.0,[Fe/H],4.42,0.05,-0.07,0.0,19h42m35.68s,295.6486585,+48d29m43.87s,48.495519099999996,530.122,,,12.799000000000001,0.057,-0.057,11.367,0.018000000000000002,-0.018000000000000002,12.7632,0.00023999999999999998,-0.00023999999999999998,06-05-16 9:12,2016-05,10-05-16
19294,Kepler-467 b,Kepler-467,1,1,Transit,2016,Kepler,Published Confirmed,0,24.99320612,2.74e-06,-2.74e-06,0.0,,,,,,,,,0,5718.05,129.3,-129.3,0.0,1.48,0.08,-0.08,0.0,1.02,0.13,-0.13,0.0,0.048,0.013000000000000001,-0.013000000000000001,0.0,[M/H],4.11,0.08,-0.08,0.0,19h09m27.10s,287.3629145,+38d38m59.04s,38.6497341,466.265,5.0555,-5.0555,12.427999999999999,0.08,-0.08,10.897,0.018000000000000002,-0.018000000000000002,12.359000000000002,0.000144,-0.000144,26-07-16 21:23,2016-07,28-07-16
19303,Kepler-468 b,Kepler-468,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,38.47875707,4.85e-06,-4.85e-06,0.0,0.2213,0.0,13.44,2.28,-0.53,0.0,0.0,0.0,0,5510.0,99.0,-106.0,0.0,0.88,0.15,-0.04,0.0,0.97,0.04,-0.07,0.0,0.16,0.12,-0.14,0.0,[Fe/H],4.54,0.02,-0.14,0.0,19h15m36.55s,288.9022829,+49d22m13.47s,49.3704079,442.871,2.9989999999999997,-2.9989999999999997,13.852,0.126,-0.126,12.029000000000002,0.022000000000000002,-0.022000000000000002,13.7299,0.000698,-0.000698,21-11-14,18-12-14,21-11-14
19311,Kepler-47 b,Kepler-47,2,3,Transit,2012,Kepler,Published Confirmed,0,49.532,0.04,-0.027000000000000003,0.0,0.2962,0.0,3.03,0.12,-0.12,0.0,0.035,1.0,1,5636.0,100.0,-100.0,0.0,0.96,0.02,-0.02,0.0,1.05,0.05,-0.06,0.0,-0.25,0.08,-0.08,0.0,[m/H],4.49,0.01,-0.01,0.0,19h41m11.49s,295.2978883,+46d55m13.55s,46.92043029999999,1025.02,30.6445,-30.6445,15.31,0.115,-0.115,13.535,0.040999999999999995,-0.040999999999999995,15.1626,0.0006900000000000001,-0.0006900000000000001,22-04-19 11:10,2012-09,14-05-14
19313,Kepler-47 c,Kepler-47,2,3,Transit,2012,Kepler,Published Confirmed,0,303.137,0.07200000000000001,-0.02,0.0,0.991,0.0,4.62,0.2,-0.2,0.0,0.41100000000000003,1.0,1,5636.0,100.0,-100.0,0.0,0.96,0.02,-0.02,0.0,1.05,0.05,-0.06,0.0,-0.25,0.08,-0.08,0.0,[m/H],4.49,0.01,-0.01,0.0,19h41m11.49s,295.2978883,+46d55m13.55s,46.92043029999999,1025.02,30.6445,-30.6445,15.31,0.115,-0.115,13.535,0.040999999999999995,-0.040999999999999995,15.1626,0.0006900000000000001,-0.0006900000000000001,22-04-19 11:10,2012-09,14-05-14
19315,Kepler-47 d,Kepler-47,2,3,Transit,2019,Kepler,Published Confirmed,0,187.36599999999999,0.069,-0.051,0.0,0.6992,0.0,7.04,0.66,-0.49,0.0,0.024,0.0,1,,,,,0.94,0.01,-0.01,0.0,0.96,0.01,-0.01,0.0,,,,,,,,,,19h41m11.49s,295.2978883,+46d55m13.55s,46.92043029999999,1025.02,30.6445,-30.6445,15.31,0.115,-0.115,13.535,0.040999999999999995,-0.040999999999999995,15.1626,0.0006900000000000001,-0.0006900000000000001,22-04-19 11:10,2019-05,25-04-19
19316,Kepler-470 b,Kepler-470,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,24.66919569,5.41e-06,-5.41e-06,0.0,0.1804,0.0,12.3,7.46,-2.23,0.0,0.0,0.0,0,6748.0,150.0,-245.0,0.0,1.41,0.85,-0.26,0.0,1.29,0.28,-0.23,0.0,-0.14,0.24,-0.34,0.0,[Fe/H],4.25,0.11,-0.34,0.0,19h48m02.26s,297.009436,+50d22m20.22s,50.372282899999995,929.811,11.015,-11.015,13.282,0.183,-0.183,12.034,0.025,-0.025,13.161,0.000248,-0.000248,18-11-14,04-12-14,18-11-14
19324,Kepler-471 b,Kepler-471,1,1,Transit,2016,Kepler,Published Confirmed,0,,,,,,,13.649000000000001,1.052,-0.9520000000000001,0.0,,,0,6492.0,227.0,-227.0,0.0,1.68,0.13,-0.12,0.0,,,,,,,,,,,,,,19h56m23.40s,299.09751669999997,+43d29m51.31s,43.4975851,1249.41,23.61,-23.61,13.767000000000001,0.069,-0.069,12.562000000000001,0.024,-0.024,13.7887,0.00023199999999999997,-0.00023199999999999997,04-09-18 16:51,2018-10,06-09-18
19332,Kepler-472 b,Kepler-472,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,4.17625551,1.84e-06,-1.84e-06,0.0,0.0479,0.0,3.22,0.19,-0.09,0.0,0.0,0.0,0,4911.0,101.0,-95.0,0.0,0.79,0.05,-0.02,0.0,0.84,0.03,-0.04,0.0,0.26,0.14,-0.14,0.0,[Fe/H],4.57,0.02,-0.05,0.0,19h46m05.88s,296.5245187,+39d14m59.46s,39.2498503,306.60200000000003,1.906,-1.906,13.898,0.183,-0.183,11.460999999999999,0.013999999999999999,-0.013999999999999999,13.6698,0.000246,-0.000246,21-11-14,18-12-14,21-11-14
19341,Kepler-473 b,Kepler-473,1,1,Transit,2016,Kepler,Published Confirmed,0,14.55730433,9.2e-07,-9.2e-07,0.0,,,,,,,,,0,5624.0,130.47,-130.47,0.0,1.93,0.1,-0.1,0.0,1.0,0.13,-0.13,0.0,,,,,,3.87,0.08,-0.08,0.0,19h06m31.22s,286.6300796,+38d56m44.13s,38.945590700000004,905.937,12.177999999999999,-12.177999999999999,13.548,0.092,-0.092,11.731,0.02,-0.02,13.3691,0.000206,-0.000206,26-07-16 21:23,2016-07,28-07-16
19350,Kepler-474 b,Kepler-474,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,5.66067294,3.73e-06,-3.73e-06,0.0,0.0603,0.0,3.8,0.55,-0.63,0.0,0.0,0.0,0,5716.0,111.0,-87.0,0.0,1.34,0.2,-0.22,0.0,0.91,0.08,-0.05,0.0,-0.16,0.16,-0.14,0.0,[Fe/H],4.14,0.15,-0.1,0.0,19h29m17.16s,292.32151739999995,+43d52m52.22s,43.8811723,841.4960000000001,10.999,-10.999,13.629000000000001,0.069,-0.069,11.91,0.022000000000000002,-0.022000000000000002,13.4689,0.000217,-0.000217,18-11-14,04-12-14,18-11-14
