,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
18640,Kepler-415 c,Kepler-415,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,8.70797904,2.347e-05,-2.347e-05,0.0,,,2.81,0.17,-0.13,0.0,,,1,4586.0,130.78,-86.95,0.0,0.7,0.03,-0.03,0.0,0.73,0.03,-0.03,0.0,0.01,0.14,-0.141,0.0,[Fe/H],4.62,0.02,-0.03,0.0,19h35m13.08s,293.80450410000003,+38d38m20.59s,38.6390517,530.487,10.859000000000002,-10.859000000000002,16.142,0.149,-0.149,13.378,0.04,-0.04,15.841,0.000596,-0.000596,06-05-16 9:33,2016-05,10-05-16
18649,Kepler-416 b,Kepler-416,1,2,Transit Timing Variations,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,6.31943553,1.289e-05,-1.289e-05,0.0,0.0658,0.0,2.71,0.39,-0.29,0.0,0.0,0.0,1,5670.0,114.0,-114.0,0.0,1.02,0.15,-0.11,0.0,0.95,0.07,-0.06,0.0,0.06,0.15,-0.15,0.0,[Fe/H],4.4,0.1,-0.1,0.0,19h26m13.67s,291.55695539999994,+39d13m38.25s,39.227292299999995,690.819,9.0135,-9.0135,14.165999999999999,0.092,-0.092,12.51,0.027000000000000003,-0.027000000000000003,14.0197,0.000226,-0.000226,08-05-17,31-08-17 0:00,08-05-17
18658,Kepler-416 c,Kepler-416,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,12.209482800000002,3.24e-06,-3.24e-06,0.0,,,,,,,,,1,5620.27,127.9,-127.9,0.0,1.09,,,0.0,1.0,,,0.0,0.126,0.013999999999999999,-0.013999999999999999,0.0,[M/H],4.36,,,0.0,19h26m13.67s,291.55695539999994,+39d13m38.25s,39.227292299999995,690.819,9.0135,-9.0135,14.165999999999999,0.092,-0.092,12.51,0.027000000000000003,-0.027000000000000003,14.0197,0.000226,-0.000226,26-07-16 21:37,2016-07,28-07-16
18667,Kepler-417 b,Kepler-417,1,2,Transit Timing Variations,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,12.33090437,4.582e-05,-4.582e-05,0.0,0.1006,0.0,2.49,0.92,-0.19,0.0,0.0,0.0,1,5376.0,201.0,-162.0,0.0,0.81,0.3,-0.06,0.0,0.9,0.08,-0.09,0.0,-0.02,0.28,-0.26,0.0,[Fe/H],4.58,0.03,-0.24,0.0,19h35m17.80s,293.8241813,+42d46m46.73s,42.779648,973.9889999999999,45.2865,-45.2865,15.864,1.03,-1.03,13.922,0.057999999999999996,-0.057999999999999996,15.8658,0.00067,-0.00067,18-11-14,04-12-14,18-11-14
18676,Kepler-417 c,Kepler-417,1,2,Transit Timing Variations,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,15.94251522,5.823e-05,-5.823e-05,0.0,0.1194,0.0,2.7,1.0,-0.2,0.0,0.0,0.0,1,5376.0,201.0,-162.0,0.0,0.81,0.3,-0.06,0.0,0.9,0.08,-0.09,0.0,-0.02,0.28,-0.26,0.0,[Fe/H],4.58,0.03,-0.24,0.0,19h35m17.80s,293.8241813,+42d46m46.73s,42.779648,973.9889999999999,45.2865,-45.2865,15.864,1.03,-1.03,13.922,0.057999999999999996,-0.057999999999999996,15.8658,0.00067,-0.00067,18-11-14,04-12-14,18-11-14
18685,Kepler-418 b,Kepler-418,1,1,Transit,2014,Kepler,Published Confirmed,0,86.67845872,6.494e-05,-6.494e-05,0.0,,,,,,,,,0,5895.0,122.0,-122.0,0.0,1.09,,,0.0,1.07,,,0.0,,,,,,4.39,,,0.0,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.53,20.119,-20.119,14.824000000000002,0.126,-0.126,13.103,0.034,-0.034,14.649000000000001,0.00027400000000000005,-0.00027400000000000005,16-04-19 11:13,2019-03,18-04-19
18696,Kepler-419 b,Kepler-419,1,2,Transit,2014,Kepler,Published Confirmed,0,,,,,,,12.514000000000001,0.613,-0.5770000000000001,0.0,,,1,6383.0,128.0,-128.0,0.0,1.86,0.09,-0.09,0.0,,,,,,,,,,,,,,19h41m40.30s,295.4179125,+51d11m05.15s,51.184762899999996,1011.36,24.815,-24.815,13.089,0.149,-0.149,11.859000000000002,0.018000000000000002,-0.018000000000000002,12.9642,0.000332,-0.000332,04-09-18 16:54,2018-10,06-09-18
18706,Kepler-419 c,Kepler-419,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,675.47,0.11,-0.11,0.0,1.68,0.0,,,,,0.184,0.0,0,6430.0,79.0,-79.0,0.0,1.74,0.07,-0.07,0.0,1.39,0.08,-0.07,0.0,0.17600000000000002,0.07,-0.07,0.0,[Fe/H],4.1,0.12,-0.12,0.0,19h41m40.30s,295.4179125,+51d11m05.15s,51.184762899999996,1011.36,24.815,-24.815,13.089,0.149,-0.149,11.859000000000002,0.018000000000000002,-0.018000000000000002,12.9642,0.000332,-0.000332,25-06-14,2014-08,25-06-14
18707,Kepler-42 b,Kepler-42,1,3,Transit,2011,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,1.21377042,3.3e-07,-3.3e-07,0.0,0.0113,0.0,0.78,0.2,-0.09,0.0,0.0,0.0,0,3292.0,44.0,-24.0,0.0,0.15,0.04,-0.02,0.0,0.13,0.04,-0.01,0.0,-0.42,0.15,-0.15,0.0,[Fe/H],5.21,0.05,-0.1,0.0,19h28m52.70s,292.2196,+44d37m02.52s,44.6173667,40.0595,0.06485,-0.06485,16.7,0.2,-0.2,11.465,0.018000000000000002,-0.018000000000000002,14.9931,0.0005059999999999999,-0.0005059999999999999,08-05-17,31-08-17 0:00,08-05-17
18718,Kepler-42 c,Kepler-42,1,3,Transit,2011,Kepler,Kepler Project Candidate (q1_q8_koi),0,0.4532875,1.5e-06,-1.5e-06,0.0,0.01,0.0,3.19,,,0.0,0.0,0.0,0,4188.0,,,0.0,0.68,,,0.0,0.62,,,0.0,,,,0.0,,4.56,,,0.0,19h28m52.70s,292.2196,+44d37m02.52s,44.6173667,40.0595,0.06485,-0.06485,16.7,0.2,-0.2,11.465,0.018000000000000002,-0.018000000000000002,14.9931,0.0005059999999999999,-0.0005059999999999999,28-10-13,08-01-14,28-10-13
18727,Kepler-42 d,Kepler-42,1,3,Transit,2011,Kepler,Kepler Project Candidate (q1_q8_koi),0,1.8651086,5e-06,-5e-06,0.0,0.025,0.0,3.08,,,0.0,0.0,0.0,0,4188.0,,,0.0,0.68,,,0.0,0.62,,,0.0,,,,0.0,,4.56,,,0.0,19h28m52.70s,292.2196,+44d37m02.52s,44.6173667,40.0595,0.06485,-0.06485,16.7,0.2,-0.2,11.465,0.018000000000000002,-0.018000000000000002,14.9931,0.0005059999999999999,-0.0005059999999999999,28-10-13,08-01-14,28-10-13
18738,Kepler-421 b,Kepler-421,1,1,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,704.962626,0.00905,-0.00905,0.0,1.4108,0.0,4.53,0.35,-0.36,0.0,0.0,0.0,0,5305.0,121.0,-95.0,0.0,0.82,0.06,-0.07,0.0,0.75,0.07,-0.03,0.0,-0.26,0.18,-0.14,0.0,[Fe/H],4.49,0.08,-0.05,0.0,18h53m01.63s,283.25681160000005,+45d05m15.66s,45.0876823,348.55800000000005,2.0269999999999997,-2.0269999999999997,13.610999999999999,0.08,-0.08,11.535,0.017,-0.017,13.3477,0.000412,-0.000412,21-11-14,18-12-14,21-11-14
18743,Kepler-422 b,Kepler-422,1,1,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,7.89144847,4.7e-07,-4.7e-07,0.0,0.0796,0.0,12.24,2.45,-1.52,0.0,0.0,0.0,0,5853.0,95.0,-134.0,0.0,1.19,0.24,-0.15,0.0,1.08,0.08,-0.09,0.0,0.2,0.1,-0.16,0.0,[Fe/H],4.32,0.1,-0.14,0.0,18h50m31.11s,282.6296334,+46d19m23.81s,46.323280700000005,722.795,6.5885,-6.5885,13.524000000000001,0.10300000000000001,-0.10300000000000001,12.040999999999999,0.011000000000000001,-0.011000000000000001,13.4233,0.000205,-0.000205,25-08-15,24-09-15,25-08-15
18754,Kepler-423 b,Kepler-423,1,1,Transit,2014,Kepler,Kepler Project Candidate (q1_q8_koi),0,2.68432897,2.6e-07,-2.6e-07,0.0,0.038,0.0,12.4,4.3,-4.3,0.0,0.0,0.0,0,5976.0,86.0,-86.0,0.0,0.93,0.32,-0.32,0.0,1.03,0.06,-0.06,0.0,,,,0.0,,4.52,0.3,-0.3,0.0,19h31m25.37s,292.8557189,+46d23m28.28s,46.391188299999996,758.753,12.76,-12.76,14.462,0.126,-0.126,12.779000000000002,0.031,-0.031,14.28,0.000295,-0.000295,28-10-13,08-01-14,28-10-13
18766,Kepler-424 b,Kepler-424,1,2,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,3.3118644999999995,3.6e-07,-3.6e-07,0.0,0.0419,0.0,9.13,3.45,-1.04,0.0,0.0,0.0,0,5523.0,170.0,-143.0,0.0,0.95,0.36,-0.11,0.0,0.89,0.11,-0.07,0.0,0.02,0.24,-0.24,0.0,[Fe/H],4.44,0.09,-0.25,0.0,19h54m30.00s,298.6249797,+48d34m38.82s,48.57745,698.6460000000001,9.9845,-9.9845,14.429,0.10300000000000001,-0.10300000000000001,12.47,0.022000000000000002,-0.022000000000000002,14.229000000000001,0.000276,-0.000276,25-08-15,24-09-15,25-08-15
18777,Kepler-424 c,Kepler-424,1,2,Radial Velocity,2014,McDonald Observatory,Published Confirmed,0,223.3,2.1,-2.1,0.0,0.73,0.0,,,,,,,0,5460.0,81.0,-81.0,0.0,0.94,0.06,-0.06,0.0,1.01,0.05,-0.05,0.0,0.44,0.14,-0.14,0.0,[Fe/H],4.5,0.05,-0.05,0.0,19h54m30.00s,298.6249797,+48d34m38.82s,48.57745,698.6460000000001,9.9845,-9.9845,14.429,0.10300000000000001,-0.10300000000000001,12.47,0.022000000000000002,-0.022000000000000002,14.229000000000001,0.000276,-0.000276,03-10-14,2014-11,03-10-14
18778,Kepler-425 b,Kepler-425,1,1,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,3.79701826,1.9e-07,-1.9e-07,0.0,0.0457,0.0,10.07,0.75,-0.47,0.0,0.0,0.0,0,5167.0,82.0,-82.0,0.0,0.85,0.06,-0.04,0.0,0.88,0.04,-0.04,0.0,0.24,0.15,-0.15,0.0,[Fe/H],4.53,0.04,-0.06,0.0,19h21m25.91s,290.3579781,+40d34m03.71s,40.567696500000004,646.6469999999999,10.7805,-10.7805,14.845,0.08,-0.08,12.806,0.027000000000000003,-0.027000000000000003,14.7301,0.00036,-0.00036,08-05-17,31-08-17 0:00,08-05-17
18789,Kepler-426 b,Kepler-426,1,1,Transit,2014,Kepler,Kepler Project Candidate (q1_q8_koi),0,3.21752044,6.5e-07,-6.5e-07,0.0,0.042,0.0,11.7,4.6,-4.6,0.0,0.0,0.0,0,5866.0,94.0,-94.0,0.0,0.93,0.37,-0.37,0.0,0.98,0.07,-0.07,0.0,,,,0.0,,4.5,0.3,-0.3,0.0,19h17m44.32s,289.4346668,+49d28m24.44s,49.473455,843.695,13.668,-13.668,15.032,0.16,-0.16,13.212,0.033,-0.033,14.8069,0.000292,-0.000292,28-10-13,08-01-14,28-10-13
18800,Kepler-427 b,Kepler-427,1,1,Transit,2014,Kepler,Published Confirmed,0,10.29099376,9.8e-07,-9.8e-07,0.0,,,10.52,1.78,-1.03,0.0,,,0,5944.0,127.24,-105.94,0.0,1.05,0.18,-0.1,0.0,1.04,0.07,-0.07,0.0,-0.05,0.14400000000000002,-0.18600000000000003,0.0,[Fe/H],4.41,0.07,-0.13,0.0,19h13m01.10s,288.25458080000004,+43d42m17.42s,43.704837899999994,1017.8,16.235,-16.235,14.300999999999998,0.092,-0.092,12.777000000000001,0.024,-0.024,14.1964,0.000266,-0.000266,06-05-16 9:33,2016-05,10-05-16
18811,Kepler-428 b,Kepler-428,1,1,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,3.52563256,1.5e-07,-1.5e-07,0.0,0.0432,0.0,11.87,1.44,-0.81,0.0,0.0,0.0,0,5071.0,163.0,-134.0,0.0,0.79,0.1,-0.05,0.0,0.86,0.05,-0.08,0.0,0.16,0.22,-0.28,0.0,[Fe/H],4.58,0.02,-0.09,0.0,19h22m19.62s,290.5817432,+40d34m38.32s,40.577310600000004,686.284,15.431,-15.431,15.362,0.035,-0.035,13.234000000000002,0.033,-0.033,15.2218,0.000375,-0.000375,18-11-14,04-12-14,18-11-14
18822,Kepler-43 b,Kepler-43,1,1,Transit,2011,Kepler,Kepler Project Candidate (q1_q16_koi),0,3.02409255,1.6e-07,-1.6e-07,0.0,0.0436,0.0,12.1,0.89,-0.98,0.0,0.0,0.0,0,6022.0,116.0,-138.0,0.0,1.34,0.1,-0.11,0.0,1.21,0.06,-0.11,0.0,0.32,0.1,-0.2,0.0,[Fe/H],4.26,0.05,-0.06,0.0,19h00m57.80s,285.24082880000003,+46d40m05.67s,46.6682411,1005.84,14.19,-14.19,13.985999999999999,0.149,-0.149,12.549000000000001,0.031,-0.031,13.8894,0.000273,-0.000273,21-11-14,18-12-14,21-11-14
18835,Kepler-430 b,Kepler-430,1,2,Transit,2015,Kepler,Kepler Project Candidate (q1_q8_koi),0,35.96826,0.00023999999999999998,-0.00023999999999999998,0.0,0.22,0.0,2.53,0.88,-0.88,0.0,0.0,0.0,0,6242.0,89.0,-89.0,0.0,1.16,0.4,-0.4,0.0,1.1,0.1,-0.1,0.0,,,,0.0,,4.35,0.3,-0.3,0.0,19h31m14.06s,292.8085984,+49d34m45.93s,49.579424200000005,917.477,16.2275,-16.2275,13.908,0.16,-0.16,12.390999999999998,0.03,-0.03,13.8135,0.000268,-0.000268,28-10-13,08-01-14,28-10-13
18844,Kepler-430 c,Kepler-430,1,2,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,110.97826599999999,0.003333,-0.003333,0.0,0.4808,0.0,1.86,0.31,-0.38,0.0,0.0,0.0,0,5883.0,79.0,-79.0,0.0,1.53,0.26,-0.31,0.0,1.21,0.09,-0.14,0.0,0.2,0.15,-0.15,0.0,[Fe/H],4.15,0.18,-0.1,0.0,19h31m14.06s,292.8085984,+49d34m45.93s,49.579424200000005,917.477,16.2275,-16.2275,13.908,0.16,-0.16,12.390999999999998,0.03,-0.03,13.8135,0.000268,-0.000268,08-05-17,31-08-17 0:00,08-05-17
18852,Kepler-431 b,Kepler-431,1,3,Transit,2015,Kepler,Kepler Project Candidate (q1_q12_koi),0,6.80252171,7.931e-05,-7.931e-05,0.0,0.0725,0.0,0.97,0.44,-0.32,0.0,0.0,0.0,0,6293.0,158.0,-181.0,0.0,1.68,0.76,-0.56,0.0,1.1,0.3,-0.16,0.0,-0.3,0.3,-0.3,0.0,[Fe/H],4.03,0.3,-0.22,0.0,18h44m26.95s,281.1123072,+43d13m39.96s,43.22776629999999,486.546,4.7215,-4.7215,12.139000000000001,0.027999999999999997,-0.027999999999999997,10.649000000000001,0.011000000000000001,-0.011000000000000001,11.9291,0.000166,-0.000166,18-11-14,04-12-14,18-11-14
18860,Kepler-431 c,Kepler-431,1,3,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,8.70312154,8.49e-05,-8.49e-05,0.0,0.085,0.0,0.72,0.11,-0.05,0.0,0.0,0.0,0,6006.0,72.0,-84.0,0.0,1.08,0.18,-0.08,0.0,1.08,0.08,-0.07,0.0,0.07,0.15,-0.15,0.0,[Fe/H],4.4,0.05,-0.12,0.0,18h44m26.95s,281.1123072,+43d13m39.96s,43.22776629999999,486.546,4.7215,-4.7215,12.139000000000001,0.027999999999999997,-0.027999999999999997,10.649000000000001,0.011000000000000001,-0.011000000000000001,11.9291,0.000166,-0.000166,08-05-17,31-08-17 0:00,08-05-17
18868,Kepler-431 d,Kepler-431,1,3,Transit,2015,Kepler,Kepler Project Candidate (q1_q8_koi),0,11.92163,0.00013000000000000002,-0.00013000000000000002,0.0,0.109,0.0,1.82,0.68,-0.68,0.0,0.0,0.0,0,6306.0,71.0,-71.0,0.0,1.79,0.64,-0.64,0.0,1.21,0.16,-0.16,0.0,,,,0.0,,4.01,0.3,-0.3,0.0,18h44m26.95s,281.1123072,+43d13m39.96s,43.22776629999999,486.546,4.7215,-4.7215,12.139000000000001,0.027999999999999997,-0.027999999999999997,10.649000000000001,0.011000000000000001,-0.011000000000000001,11.9291,0.000166,-0.000166,28-10-13,08-01-14,28-10-13
18876,Kepler-432 b,Kepler-432,2,2,Transit,2015,Kepler,Published Confirmed,0,52.50173082,4.719e-05,-4.719e-05,0.0,,,,,,,,,0,4981.99,86.2,-86.2,0.0,3.97,,,0.0,,,,,0.045,0.006999999999999999,-0.006999999999999999,0.0,[M/H],,,,,19h33m07.74s,293.28223439999994,+48d17m09.30s,48.285917299999994,848.023,20.1675,-20.1675,12.398,0.057,-0.057,10.121,0.017,-0.017,12.1822,0.000162,-0.000162,16-04-19 11:13,2019-03,18-04-19
18888,Kepler-432 c,Kepler-432,2,2,Radial Velocity,2015,Fred Lawrence Whipple Observatory,Published Confirmed,0,406.2,3.9,-2.5,0.0,,,,,,,0.498,0.0,0,4995.0,78.0,-78.0,0.0,4.06,0.12,-0.08,0.0,1.32,0.1,-0.07,0.0,-0.07,0.1,-0.1,0.0,[m/H],3.35,0.01,-0.01,0.0,19h33m07.74s,293.28223439999994,+48d17m09.30s,48.285917299999994,848.023,20.1675,-20.1675,12.398,0.057,-0.057,10.121,0.017,-0.017,12.1822,0.000162,-0.000162,30-04-15,2015-04,30-04-15
18889,Kepler-433 b,Kepler-433,1,1,Transit,2015,Kepler,Published Confirmed,0,5.33408384,1.1e-06,-1.1e-06,0.0,0.0679,0.0,16.25,1.79,-1.79,0.0,0.11900000000000001,0.0,0,6360.0,140.0,-140.0,0.0,2.26,0.25,-0.25,0.0,1.46,0.17,-0.17,0.0,-0.01,0.2,-0.2,0.0,[Fe/H],3.89,0.06,-0.06,0.0,19h50m22.47s,297.59362319999997,+40d58m38.12s,40.9772546,1878.31,75.005,-75.005,14.717,0.13699999999999998,-0.13699999999999998,12.825999999999999,0.026000000000000002,-0.026000000000000002,14.4163,0.000291,-0.000291,14-01-15,2015-03,14-01-15
18898,Kepler-434 b,Kepler-434,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q16_koi),0,12.87471142,4.26e-06,-4.26e-06,0.0,0.1087,0.0,8.0,2.53,-0.7,0.0,0.0,0.0,0,5926.0,154.0,-189.0,0.0,0.94,0.3,-0.08,0.0,1.03,0.1,-0.13,0.0,-0.04,0.2,-0.3,0.0,[Fe/H],4.51,0.04,-0.24,0.0,19h34m20.73s,293.5863887,+42d55m43.90s,42.9288624,1222.54,32.43,-32.43,14.49,0.092,-0.092,13.039000000000001,0.03,-0.03,14.4999,0.000268,-0.000268,21-11-14,18-12-14,21-11-14
18908,Kepler-435 b,Kepler-435,1,1,Transit,2015,Kepler,Published Confirmed,0,8.60015549,1.2e-06,-1.2e-06,0.0,,,,,,,,,0,6011.95,158.69,-158.69,0.0,2.31,,,0.0,1.11,,,0.0,-0.12,0.006,-0.006,0.0,[M/H],3.76,,,0.0,19h29m08.95s,292.2873012,+43d11m50.12s,43.1972542,1418.77,35.37,-35.37,13.704,0.114,-0.114,12.290999999999999,0.022000000000000002,-0.022000000000000002,13.604000000000001,0.000268,-0.000268,16-04-19 11:13,2019-03,18-04-19
18919,Kepler-436 b,Kepler-436,1,2,Transit,2015,Kepler,Published Confirmed,0,64.00115100000001,0.0008288999999999999,-0.0008288999999999999,0.0,,,2.63,0.65,-0.32,0.0,,,0,4685.0,202.1,-161.22,0.0,0.71,0.04,-0.04,0.0,0.75,0.04,-0.04,0.0,0.02,0.14800000000000002,-0.16399999999999998,0.0,[Fe/H],4.62,0.02,-0.04,0.0,20h06m52.99s,301.7207775,+44d24m43.51s,44.412085600000005,588.867,15.297,-15.297,15.970999999999998,0.115,-0.115,13.333,0.036000000000000004,-0.036000000000000004,15.8616,0.000712,-0.000712,06-05-16 9:33,2016-05,10-05-16
18928,Kepler-436 c,Kepler-436,1,2,Transit,2016,Kepler,Published Confirmed,0,16.79726574,9.652e-05,-9.652e-05,0.0,,,,,,,,,0,4499.0,122.0,-122.0,0.0,0.71,,,0.0,0.71,,,0.0,,,,,,4.59,,,0.0,20h06m52.99s,301.7207775,+44d24m43.51s,44.412085600000005,588.867,15.297,-15.297,15.970999999999998,0.115,-0.115,13.333,0.036000000000000004,-0.036000000000000004,15.8616,0.000712,-0.000712,16-04-19 11:13,2019-03,18-04-19
18937,Kepler-437 b,Kepler-437,1,1,Transit,2015,Kepler,Published Confirmed,0,66.65061999999999,0.00033,-0.00032,0.0,0.28800000000000003,0.0,2.14,0.22,-0.17,0.0,0.02,-1.0,0,4551.0,100.0,-100.0,0.0,0.68,0.03,-0.02,0.0,0.71,0.03,-0.03,0.0,0.0,0.1,-0.1,0.0,[Fe/H],4.63,0.01,-0.03,0.0,19h49m23.36s,297.3473326,+44d01m36.93s,44.026924900000004,,,,14.628,0.217,-0.217,11.847000000000001,0.018000000000000002,-0.018000000000000002,14.3622,0.001437,-0.001437,06-01-15,2015-02,06-01-15
18944,Kepler-438 b,Kepler-438,1,1,Transit,2015,Kepler,Published Confirmed,0,35.23269936,1.238e-05,-1.238e-05,0.0,,,,,,,,,0,3747.0,157.0,-157.0,0.0,0.66,0.02,-0.02,0.0,0.63,0.02,-0.02,0.0,,,,,,4.6,0.01,-0.01,0.0,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,15.104000000000001,0.252,-0.252,11.199000000000002,0.02,-0.02,14.4852,0.001258,-0.001258,26-07-16 21:44,2016-07,28-07-16
18953,Kepler-439 b,Kepler-439,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q16_koi),0,178.140456,0.001873,-0.001873,0.0,0.5886,0.0,2.33,0.83,-0.17,0.0,0.0,0.0,0,5592.0,155.0,-141.0,0.0,0.78,0.28,-0.06,0.0,0.86,0.1,-0.09,0.0,-0.3,0.34,-0.28,0.0,[Fe/H],4.58,0.03,-0.22,0.0,18h43m12.36s,280.8015188,+44d02m02.30s,44.03397329999999,757.048,11.3215,-11.3215,14.654000000000002,0.069,-0.069,12.919,0.024,-0.024,14.5454,0.00028399999999999996,-0.00028399999999999996,21-11-14,18-12-14,21-11-14
18963,Kepler-44 b,Kepler-44,1,1,Transit,2011,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,3.24673205,3.9e-07,-3.9e-07,0.0,0.0442,0.0,12.4,1.03,-0.93,0.0,0.0,0.0,0,5763.0,103.0,-114.0,0.0,1.46,0.12,-0.11,0.0,1.09,0.12,-0.08,0.0,0.26,0.15,-0.15,0.0,[Fe/H],4.15,0.06,-0.04,0.0,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0,32.645,-32.645,14.802999999999999,0.13699999999999998,-0.13699999999999998,12.878,0.034,-0.034,14.6901,0.00028399999999999996,-0.00028399999999999996,08-05-17,31-08-17 0:00,08-05-17
18976,Kepler-440 b,Kepler-440,1,1,Transit,2015,Kepler,Published Confirmed,0,101.11149759999999,0.0008891,-0.0008891,0.0,,,1.63,0.18,-0.19,0.0,,,0,3959.0,76.33,-81.68,0.0,0.53,0.05,-0.06,0.0,0.55,0.06,-0.06,0.0,-0.23,0.22699999999999998,-0.21,0.0,[Fe/H],4.72,0.06,-0.04,0.0,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.120999999999999,0.021,-0.021,15.1058,0.00037999999999999997,-0.00037999999999999997,06-05-16 9:33,2016-05,10-05-16
18985,Kepler-441 b,Kepler-441,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q12_koi),0,207.247959,0.003154,-0.003154,0.0,0.5843,0.0,1.93,0.14,-0.2,0.0,0.0,0.0,0,4243.0,126.0,-134.0,0.0,0.63,0.04,-0.07,0.0,0.62,0.06,-0.06,0.0,-0.12,0.28,-0.32,0.0,[Fe/H],4.63,0.06,-0.02,0.0,18h58m16.07s,284.566954,+49d00m45.75s,49.01270770000001,268.003,1.8075,-1.8075,15.567,0.16,-0.16,12.288,0.024,-0.024,15.135,0.00040899999999999997,-0.00040899999999999997,18-11-14,04-12-14,18-11-14
18993,Kepler-442 b,Kepler-442,1,1,Transit,2015,Kepler,Published Confirmed,0,112.3034097,0.00056616,-0.00056616,0.0,,,,,,,,,0,4563.0,122.0,-122.0,0.0,0.62,,,0.0,0.72,,,0.0,,,,,,4.71,,,0.0,19h01m27.98s,285.3666029,+39d16m48.25s,39.2800704,365.965,2.7435,-2.7435,15.322000000000001,0.057,-0.057,12.488,0.022000000000000002,-0.022000000000000002,14.9304,0.00028700000000000004,-0.00028700000000000004,16-04-19 11:13,2019-03,18-04-19
19002,Kepler-443 b,Kepler-443,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,177.669112,0.003872,-0.003872,0.0,0.5724,0.0,2.2,0.25,-0.16,0.0,0.0,0.0,0,4907.0,160.0,-130.0,0.0,0.74,0.09,-0.05,0.0,0.79,0.07,-0.07,0.0,0.04,0.28,-0.28,0.0,[Fe/H],4.6,0.03,-0.07,0.0,19h14m26.52s,288.61048389999996,+49d58m06.76s,49.9685458,802.2710000000001,22.6335,-22.6335,16.207,0.035,-0.035,13.815,0.045,-0.045,15.9005,0.000584,-0.000584,25-08-15,24-09-15,25-08-15
19011,Kepler-444 b,Kepler-444,3,5,Transit,2015,Kepler,Kepler Project Candidate (q1_q12_koi),0,3.60010616,8.24e-06,-8.24e-06,0.0,0.0392,0.0,0.31,0.03,-0.02,0.0,0.0,0.0,0,5032.0,182.0,-178.0,0.0,0.59,0.06,-0.04,0.0,0.62,0.05,-0.04,0.0,-0.96,0.32,-0.3,0.0,[Fe/H],4.68,0.04,-0.05,0.0,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,36.4396,0.03945,-0.03945,8.87,0.03,-0.03,6.702999999999999,0.02,-0.02,8.643251,0.000336,-0.000336,18-11-14,04-12-14,18-11-14
19017,Kepler-444 c,Kepler-444,3,5,Transit,2015,Kepler,Kepler Project Candidate (q1_q16_koi),0,4.54587844,6.92e-06,-6.92e-06,0.0,0.0458,0.0,0.39,0.04,-0.02,0.0,0.0,0.0,0,5032.0,182.0,-178.0,0.0,0.59,0.06,-0.04,0.0,0.62,0.05,-0.04,0.0,-0.96,0.32,-0.3,0.0,[Fe/H],4.68,0.04,-0.05,0.0,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,36.4396,0.03945,-0.03945,8.87,0.03,-0.03,6.702999999999999,0.02,-0.02,8.643251,0.000336,-0.000336,21-11-14,18-12-14,21-11-14
